Tempo;FPS
15:52:29;29
15:52:30;28
15:52:31;32
15:52:32;23
15:52:33;32
15:52:34;28
15:52:35;35
15:52:36;28
15:52:37;34
15:52:38;33
15:52:39;26
15:52:40;35
15:52:41;27
15:52:42;31
15:52:43;34
15:52:44;21
15:52:45;24
15:52:46;38
15:52:47;17
15:52:48;18
15:52:49;18
15:52:50;16
15:52:51;18
15:52:52;16
15:52:53;17
15:52:54;19
15:52:55;17
15:52:56;18
15:52:57;17
15:52:58;17
15:52:59;15
15:53:00;17
15:53:01;16
15:53:02;16
15:53:03;16
15:53:04;17
15:53:05;18
