Tempo;Gesto
16:02:55.447;ABERTA
16:02:55.478;ABERTA
16:02:55.510;ABERTA
16:02:55.541;ABERTA
16:02:55.573;ABERTA
16:02:55.604;ABERTA
16:02:55.636;ABERTA
16:02:55.667;ABERTA
16:02:55.698;ABERTA
16:02:55.729;ABERTA
16:02:55.760;ABERTA
16:02:55.792;ABERTA
16:02:55.824;FECHADA
16:02:55.855;FECHADA
16:02:55.887;FECHADA
16:02:55.918;FECHADA
16:02:55.949;FECHADA
16:02:55.981;FECHADA
16:02:56.013;FECHADA
16:02:56.044;FECHADA
16:02:56.076;FECHADA
16:02:56.107;FECHADA
16:02:56.139;FECHADA
16:02:56.171;FECHADA
16:02:56.203;FECHADA
16:02:56.234;FECHADA
16:02:56.265;FECHADA
16:02:56.297;FECHADA
16:02:56.329;FECHADA
16:02:56.360;FECHADA
16:02:56.392;FECHADA
16:02:56.424;FECHADA
16:02:56.456;FECHADA
16:02:56.487;FECHADA
16:02:56.518;FECHADA
16:02:56.549;FECHADA
16:02:56.582;FECHADA
16:02:56.613;FECHADA
16:02:56.644;FECHADA
16:02:56.676;FECHADA
16:02:56.707;FECHADA
16:02:56.738;FECHADA
16:02:56.770;FECHADA
16:02:56.801;FECHADA
16:02:56.833;FECHADA
16:02:56.864;FECHADA
16:02:56.896;ABERTA
16:02:56.928;ABERTA
16:02:56.959;ABERTA
16:02:56.991;ABERTA
16:02:57.022;ABERTA
16:02:57.053;FECHADA
16:02:57.084;FECHADA
16:02:57.116;FECHADA
16:02:57.147;FECHADA
16:02:57.179;FECHADA
16:02:57.211;FECHADA
16:02:57.242;FECHADA
16:02:57.274;FECHADA
16:02:57.306;FECHADA
16:02:57.337;FECHADA
16:02:57.368;FECHADA
16:02:57.399;FECHADA
16:02:57.431;FECHADA
16:02:57.463;FECHADA
16:02:57.494;FECHADA
16:02:57.525;FECHADA
16:02:57.557;FECHADA
16:02:57.588;FECHADA
16:02:57.620;FECHADA
16:02:57.651;FECHADA
16:02:57.683;FECHADA
16:02:57.714;FECHADA
16:02:57.745;FECHADA
16:02:57.777;FECHADA
16:02:57.809;FECHADA
16:02:57.840;FECHADA
16:02:57.872;FECHADA
16:02:57.903;FECHADA
16:02:57.935;FECHADA
16:02:57.966;FECHADA
16:02:57.997;FECHADA
16:02:58.028;FECHADA
16:02:58.059;FECHADA
16:02:58.091;FECHADA
16:02:58.122;FECHADA
16:02:58.154;FECHADA
16:02:58.185;FECHADA
16:02:58.217;FECHADA
16:02:58.249;FECHADA
16:02:58.282;FECHADA
16:02:58.313;FECHADA
16:02:58.344;FECHADA
16:02:58.376;FECHADA
16:02:58.408;FECHADA
16:02:58.439;FECHADA
16:02:58.471;FECHADA
16:02:58.502;FECHADA
16:02:58.533;FECHADA
16:02:58.565;FECHADA
16:02:58.597;FECHADA
16:02:58.628;FECHADA
16:02:58.659;FECHADA
16:02:58.691;FECHADA
16:02:58.722;FECHADA
16:02:58.754;FECHADA
16:02:58.786;FECHADA
16:02:58.818;FECHADA
16:02:58.849;FECHADA
16:02:58.881;FECHADA
16:02:58.912;FECHADA
16:02:58.943;FECHADA
16:02:58.975;FECHADA
16:02:59.007;FECHADA
16:02:59.038;FECHADA
16:02:59.069;FECHADA
16:02:59.101;FECHADA
16:02:59.132;FECHADA
16:02:59.164;FECHADA
16:02:59.196;FECHADA
16:02:59.228;FECHADA
16:02:59.259;FECHADA
16:02:59.291;FECHADA
16:02:59.322;FECHADA
16:02:59.354;FECHADA
16:02:59.386;ABERTA
16:02:59.417;ABERTA
16:02:59.448;ABERTA
16:02:59.479;ABERTA
16:02:59.511;ABERTA
16:02:59.542;ABERTA
16:02:59.573;ABERTA
16:02:59.604;ABERTA
16:02:59.636;ABERTA
16:02:59.667;ABERTA
16:02:59.698;ABERTA
16:02:59.729;ABERTA
16:02:59.761;ABERTA
16:02:59.793;ABERTA
16:02:59.824;ABERTA
16:02:59.856;ABERTA
16:02:59.888;ABERTA
16:02:59.919;ABERTA
16:02:59.951;ABERTA
16:02:59.983;ABERTA
16:03:00.015;ABERTA
16:03:00.046;ABERTA
16:03:00.078;ABERTA
16:03:00.110;ABERTA
16:03:00.142;ABERTA
16:03:00.173;ABERTA
16:03:00.204;ABERTA
16:03:00.236;ABERTA
16:03:00.267;FECHADA
16:03:00.300;FECHADA
16:03:00.332;FECHADA
16:03:00.363;FECHADA
16:03:00.395;FECHADA
16:03:00.427;FECHADA
16:03:00.458;FECHADA
16:03:00.490;FECHADA
16:03:00.521;FECHADA
16:03:00.552;FECHADA
16:03:00.583;FECHADA
16:03:00.615;FECHADA
16:03:00.647;FECHADA
16:03:00.679;FECHADA
16:03:00.711;FECHADA
16:03:00.742;FECHADA
16:03:00.774;FECHADA
16:03:00.806;ABERTA
16:03:00.838;ABERTA
16:03:00.870;ABERTA
16:03:00.901;ABERTA
16:03:00.932;ABERTA
16:03:00.963;ABERTA
16:03:00.995;ABERTA
16:03:01.026;ABERTA
16:03:01.058;ABERTA
16:03:01.089;ABERTA
16:03:01.120;ABERTA
16:03:01.151;ABERTA
16:03:01.182;ABERTA
16:03:01.213;ABERTA
16:03:01.245;ABERTA
16:03:01.276;ABERTA
